user_tier,tier_name,base_limit,historical_avg_requests,behavioral_consistency,endpoint_usage_patterns,time_of_day_patterns,burst_frequency,optimal_limit
1,premium,150,59.9713595333213,0.40336817147539705,0.36502809018658294,0.4947176949488094,0.2430855035187438,92.07333082489039
1,premium,150,85.92556839415197,0.655048319138233,0.30333748065536903,0.8568839805641225,0.2950020807319274,162.12623656528513
0,free,60,37.74994096629624,0.4436640977590751,0.5798947753330957,0.7718478491664965,0.547618668447072,48.9355985817025
0,free,60,56.54978375736585,0.34715218646864476,0.690574251621167,0.3178482347177092,0.3303635314076581,30.7890718188493
1,premium,150,140.64535517119748,0.7681519045148367,0.2504175549428394,0.49478449804187374,0.8581991994616827,174.5694508457562
2,enterprise,500,214.42252505874288,0.9958120346368581,0.6141633549838764,0.3299921218106206,0.5122543603285897,811.7679113693783
0,free,60,47.13399590205446,0.43010929398001746,0.5710131436345243,0.5143054142778207,0.4129848221409768,47.16592109931505
1,premium,150,52.260565123722785,0.816088079297432,0.3205204864842958,0.4195175317227561,0.3441817057073446,179.4929580467161
1,premium,150,108.67505931723454,0.865102608283759,0.2855310171255548,0.7264768639700157,0.2318386300935584,185.66422091545576
0,free,60,17.54332801006164,0.29763633879143786,0.5158273786136547,0.4826015191419419,0.4441053145671709,26.601566603637803
0,free,60,40.432716947442906,0.3217695858686309,0.4726769137485113,0.4763519871525991,0.48388032410180815,33.88215735780414
0,free,60,38.328819196831454,0.46664816075259485,0.35713010095064457,0.5184968049751673,0.2587669648922119,44.96806757310269
1,premium,150,98.607388877758,0.7745141805482372,0.3655035344553773,0.6408168626043245,0.15221145530009342,168.2823032395501
2,enterprise,500,413.66047717045603,0.6725463016328218,0.3756023178742698,0.48634536069460815,0.15386534528133958,502.0082496889074
1,premium,150,62.45381727428668,0.7044098211493527,0.48608446095050895,0.4240353647716972,0.3201494194541264,158.0583364959813
1,premium,150,149.1433824864292,0.9063275693260241,0.20799416032420703,0.7483673334612743,0.35631886021159154,208.67009419409166
0,free,60,39.7582302290187,0.2829796399563286,0.36630549024007575,0.3737494934468468,0.42267715798307975,18.51797946091431
1,premium,150,127.57908609123265,0.6449612901676652,0.4207420852014666,0.5693940474684736,0.3079816332598994,147.108000761687
1,premium,150,94.06140620295008,0.5510096425268785,0.4246278086803037,0.7857338167508958,0.16867984747048725,126.94583132048737
2,enterprise,500,348.22718907029423,0.784320787523117,0.5686087079334725,0.31391657130742634,0.7483567462347742,613.3800766943756
2,enterprise,500,365.232287841342,0.5785801424304133,0.3668449991035516,0.5177175522848992,0.25459033419903004,371.24469513314716
2,enterprise,500,454.2255946048499,0.8598042461761604,0.6593919024666827,0.15345676286875726,0.253150815874774,609.172356845082
1,premium,150,95.09597989893379,0.7106431893987147,0.8404980189641404,0.6476458832935688,0.36657539069061357,137.20578510212857
2,enterprise,500,373.2640077215579,0.8640750669066538,0.5666748905674177,0.7318541139606761,0.6403463732918278,648.520887806536
1,premium,150,117.99982623774511,0.4261734080043278,0.48995895727275846,0.4838015757235641,0.31427113757261127,77.60442896293185
0,free,60,21.49059642104732,0.6958587123592833,0.5343351028884952,0.6249730158188209,0.23656341725752453,68.21334089830262
0,free,60,29.037249131047982,0.2380781628766931,0.60625468107589,0.5667050246911323,0.5355948824675749,30.74240555184023
0,free,60,40.89608159927609,0.5030786312176594,0.48598542526530325,0.6291893010114159,0.11630710845950046,42.07845326040227
2,enterprise,500,296.6313473091284,0.8673518259599681,0.19550346639389135,0.654065826378277,0.18758783155644942,595.3344036091875
0,free,60,24.070062664683306,0.2917079971594626,0.5738966502772145,0.5010711637326694,0.09208101331380225,25.802854743491533
0,free,60,47.471652242595816,0.2925510086004603,0.6368068677992228,0.6621109069355974,0.36334307886335615,33.81604321008383
1,premium,150,83.58714107838696,0.5625378186162382,0.5207700673642354,0.6867363751142972,0.36076444054608736,103.3280401449759
2,enterprise,500,131.2750576546929,0.8552542525589896,0.40357750645800966,0.586663752826666,0.13160734551214545,745.4379856037683
0,free,60,22.039710135169244,0.5530657666883819,0.2438699643119291,0.39653173937896463,0.29813016769337136,49.10856263386217
1,premium,150,124.39889729749231,0.532478604441295,0.5761554312255424,0.734663927909214,0.4899212005738945,156.7936953305903
1,premium,150,50.0,0.44584134925059155,0.3520294639228424,0.5156457477953333,0.31072328837307356,116.5680770925176
2,enterprise,500,546.4877635857683,0.7789796419351008,0.5910290779977276,0.5562690640611262,0.03343935032543451,518.6429198338177
0,free,60,40.49053409274357,0.2328994972931302,0.701061531499125,0.6798607434330397,0.1977764971830525,8.86735813640313
0,free,60,41.60573981049865,0.5628526935097943,0.09830636080109532,0.3328186904051733,0.3595238120385026,56.131353911436484
1,premium,150,93.01984274440004,0.292208028249167,0.19354425302254968,0.5428291900716209,0.13281040913600925,77.65706245917957
1,premium,150,135.04653165450594,0.7533615544312011,0.5097387417615665,0.767678089317204,0.26639491706033963,145.3029287788691
2,enterprise,500,149.05780865932374,0.6414895665856044,0.46302376393425315,0.45186880706855176,0.4277178542984992,474.5914209443536
2,enterprise,500,238.91101084314107,0.7259903413520331,0.4080321267646454,0.32531078002782116,0.3459109183944816,553.9135564288962
2,enterprise,500,445.56186900811167,0.8351376637584995,0.5961552603272697,0.5403180382143962,0.3287020496284241,679.9786146843649
0,free,60,48.60473488359745,0.21342398729406792,0.4712547155728667,0.7027976545564265,0.49836002522688855,14.326286720108063
2,enterprise,500,257.5800977971889,0.6064900025111739,0.6383074652988785,0.6925746666621456,0.25817775487068373,497.4758412959721
1,premium,150,107.81988499451222,0.6612243960084794,0.3692462420073582,0.44253875391699377,0.5159297709471071,155.44452912520998
2,enterprise,500,339.39119732361524,0.7938875205585584,0.6478160043783069,0.5132929325611016,0.6991950229296422,574.8243327029728
2,enterprise,500,218.1801116577693,0.6514513502468331,0.3450531523946992,0.6854501323567391,0.5792769120515657,456.1252337813286
2,enterprise,500,485.40925663341886,0.8957840399995827,0.8262552164889223,0.40202268560317017,0.3624862594926342,766.0673452964176
0,free,60,38.05054791571042,0.2973645019133532,0.49411322490944243,0.4833972681571421,0.3201403394090526,27.613816175059206
1,premium,150,73.66052239730317,0.6714214363505183,0.698044461513495,0.11164979936063343,0.32111045907141805,137.2273703329641
1,premium,150,123.82794038865481,0.7041639293780565,0.1759274167747208,0.511410957762133,0.2166718375948945,194.65874908994218
0,free,60,42.39308466820346,0.49086734709352925,0.6693678730527551,0.35455856600654223,0.298933322074818,41.566835266715835
2,enterprise,500,237.15151361039534,0.8818822271880846,0.2851185299159223,0.3892970419944429,0.4413571957964835,613.7452399781279
2,enterprise,500,329.87529083656864,0.5513801696737701,0.7156759211039487,0.5817303574811193,0.2912732511939166,385.12801076361086
1,premium,150,125.01422017478095,0.6380970350997712,0.4448618798376007,0.3738537957090353,0.435622930132555,137.51710594881857
0,free,60,30.774872696229178,0.5127019161848902,0.5089666704086789,0.6599566765636613,0.5018796875473275,43.13055443204684
1,premium,150,131.26058449488812,0.663830057481283,0.678672923577104,0.6383584542325788,0.2718409911978014,173.59239827533028
2,enterprise,500,187.8619361925215,0.9217046085172673,0.5001347173546317,0.19944842069508517,0.26480291867188166,680.065698450072
2,enterprise,500,374.656009568107,0.7052569817625641,0.6940934378682567,0.402032939429909,0.23816333527854658,535.9841576483107
2,enterprise,500,361.5367484013053,0.6162693562496556,0.879123798355354,0.4745040386162257,0.36707090352166377,423.37792678425956
2,enterprise,500,172.68402307574672,0.8144623815768965,0.5930016928334836,0.6029897096721852,0.38264367808266353,614.3493943383314
1,premium,150,180.6260309709088,0.8018880250841796,0.19789340651520357,0.6214791368806094,0.23454917568552175,212.00284166206055
0,free,60,45.51485376040468,0.46286909434067575,0.4606994406745231,0.3396292352507201,0.5425370806243088,42.29529109759409
0,free,60,63.63717869296701,0.40489564969178493,0.6216952741986502,0.46087136027839315,0.10758161585827412,25.18957365438617
2,enterprise,500,234.7103227588438,0.8624883762329296,0.4914982891820454,0.3393011797360306,0.7604704096342368,692.9286664202144
0,free,60,32.8084668075758,0.4544994530527264,0.19360950705317512,0.6124417325186512,0.5588453301349834,47.96200140618489
1,premium,150,103.2567911732957,0.1550906151033667,0.30833462381257676,0.40109215158648376,0.3044784029319909,32.27582062110856
2,enterprise,500,167.13947804044366,0.744463058863315,0.3334893668617526,0.7977125515040634,0.37697474947232384,544.7259090852717
0,free,60,53.263421979872206,0.5143720392110036,0.5673615811581313,0.7112391640785164,0.2333142245811818,46.46119226045709
0,free,60,39.491474787589254,0.18073557900978432,0.905842450873869,0.32617246014161455,0.535809988791436,11.598689234876304
2,enterprise,500,102.07001896242122,0.8580250587312259,0.3364331622663638,0.7564734024157801,0.3229112116221919,588.1105674888794
1,premium,150,114.030795152963,0.7208929652906733,0.4666206087909066,0.3067488114669382,0.43498305610528093,171.52449553824226
2,enterprise,500,227.47310220389286,0.693715087429483,0.15900189701694004,0.7350630393782027,0.40001795405412316,410.30577964708453
1,premium,150,123.67402075440036,0.5896488798274112,0.3204254632624761,0.4750316041999058,0.35241226160132033,149.85183578937782
2,enterprise,500,375.42913298135744,0.7386971012793675,0.3850945535950289,0.5465448600507556,0.48857190588151367,506.03142611384334
1,premium,150,51.46498283325034,0.5528173587719479,0.6971677272524639,0.7206937743993773,0.5238603725628956,136.82602835266454
1,premium,150,130.11128571432033,0.4896378913105654,0.4067551637466285,0.3331526830875857,0.505336272972156,86.69482500658816
0,free,60,48.1223978093922,0.2734861552298158,0.792100999225145,0.35533270656146687,0.3500400134047255,19.463054328435305
1,premium,150,96.90334741202511,0.7223776372209142,0.5735543761356162,0.47541784476951404,0.3862952530750637,149.89896113665375
0,free,60,30.29996032490957,0.22916552939123494,0.4210376303601535,0.5285326228261648,0.37190408936297525,21.94440054884675
2,enterprise,500,283.55835595386185,0.9562406659185415,0.5548048278239323,0.3893282361069358,0.31348618395775973,726.795148346001
2,enterprise,500,200.56506253914876,0.8644364679456906,0.5467820100954973,0.5065810535968887,0.41233599189091763,718.9211769039944
0,free,60,27.122245547017624,0.2421659530985487,0.4244344032551081,0.6337617814915062,0.2042325736669239,22.78350082628848
1,premium,150,96.77322604423274,0.6487303306911452,0.7320923293432842,0.7258763153296833,0.15740685939088073,165.34352485401064
1,premium,150,115.52631327436814,0.8634181449496852,0.7114467415511265,0.5488145499171443,0.6143296811821097,177.93288087146206
1,premium,150,146.00301103888978,0.4783991293965995,0.5377992778638168,0.38281867849366924,0.5515475524881024,72.00481394784565
2,enterprise,500,431.6958836686704,0.8223089272229565,0.3202721703455026,0.6368545668943635,0.49932763821188736,706.9491009065545
2,enterprise,500,279.2522477316127,0.9348503861984867,0.29447872429967065,0.6711733953304198,0.6226153755599707,673.27377463073
0,free,60,35.77458889594962,0.6265913517096255,0.4165263646845277,0.41962684928406013,0.27591287434466316,52.132734939623674
1,premium,150,53.07275164866846,0.5914475858025,0.798654607600211,0.5849223262659772,0.30888429146849034,128.33632590887774
2,enterprise,500,263.4637009227269,0.7778136802181523,0.6246296908198764,0.5409884150381556,0.3706883820003436,617.3710654361367
2,enterprise,500,410.6990412978503,0.5100400249566636,0.510746281807915,0.6830521005244586,0.3773954125175006,358.47634084827354
1,premium,150,112.55194662666051,0.9107441484755,0.41691860242479095,0.5983129153054465,0.18298354814334133,216.81145620938412
2,enterprise,500,258.222020256822,0.7808574057468425,0.5992979003380124,0.19206470714080026,0.4987023627265345,529.9503993300751
2,enterprise,500,293.9711008608388,0.7184265213663968,0.6909512466983727,0.37189006826058574,0.30435289447120767,567.580141830126
0,free,60,37.948517710021314,0.4590046076416631,0.3811361960643673,0.6419672716204151,0.2904159656937893,45.402771739210486
2,enterprise,500,284.4101822063333,0.5615853051927542,0.6441279644286256,0.4989640696934383,0.4585508074082612,478.52017472266203
0,free,60,40.43874963760715,0.5896710462652922,0.6177430145764307,0.36651896484368673,0.17556722669097088,55.317278042326976
0,free,60,41.973272625952106,0.3935546819984951,0.5192976202509048,0.7786782880922094,0.30583485002139227,40.3983158871396
0,free,60,41.42055811594,0.28593633046107814,0.7033203194079767,0.724910155000487,0.50233423020909,30.069800751217667
2,enterprise,500,256.32357627617824,0.6630093557825814,0.24886908335882535,0.5682785718247954,0.321994695271154,492.9192293094888
2,enterprise,500,470.501414720703,0.8524834369227312,0.49457634204436607,0.28002001045228453,0.236894668356484,651.3328027188172
0,free,60,45.976526463532494,0.32289974197229654,0.5710557927635564,0.6118277834481421,0.2989742424324159,37.236678937186895
2,enterprise,500,298.6162253905763,0.7145037847179376,0.2427443544003786,0.5533454842458949,0.3841474942150128,517.0712194897465
1,premium,150,50.0,0.6260241599645764,0.5363287326995023,0.8708560863230014,0.33566773761989777,149.06440795269918
2,enterprise,500,278.7191738518395,0.9839596513505035,0.8194931526260346,0.38138043587712156,0.07998460135255656,684.6847526451055
2,enterprise,500,229.04201452508272,0.6842941065819649,0.3747009864967999,0.3919000162441105,0.5586387574038099,436.85958381290493
1,premium,150,115.90573922028734,0.37898181715108886,0.5506434616990769,0.4596534834727296,0.3080890127249564,114.24249612590086
2,enterprise,500,502.8628924269873,0.8214809017479568,0.5028421501195238,0.31123195597106096,0.25823272120229596,704.0417005207242
1,premium,150,98.71529856065276,0.6813808380292892,0.3909766852358445,0.18334006068389008,0.29277536044626346,167.42113071393027
2,enterprise,500,428.93968634300245,0.7812749379131472,0.36254932004227064,0.6091592679196877,0.20035762706564453,529.0719199136196
0,free,60,55.78037507053099,0.3173875562467081,0.162982350583467,0.6460595407688955,0.1512525814035194,26.4539350281804
0,free,60,36.29491901409971,0.2972988569323181,0.22794269594749686,0.3141281289933159,0.3313803983788208,26.943166510482772
0,free,60,29.86684164402274,0.37115013105892763,0.49457041205520486,0.22956006135054122,0.2709352410011603,26.008371906692435
1,premium,150,89.33528166382165,0.561791039108082,0.3746959564087489,0.8523078805524834,0.22853289937820165,127.95994151575987
0,free,60,46.220699903060485,0.4259080705448638,0.40757816402433844,0.28669072715834615,0.6133892662359076,50.452020990615615
2,enterprise,500,451.6946789708645,0.8920051195156343,0.5934724779961023,0.32187422995314097,0.32604841527881273,522.5562714016709
0,free,60,26.88317249533216,0.35614832020316245,0.26098105880943623,0.4100680356585326,0.08392123216806964,42.163434490535685
0,free,60,44.44619372401412,0.554543168424483,0.42639853921682397,0.24139648582810236,0.4252466111157932,51.402955216390616
2,enterprise,500,389.53554307625996,0.7141212801440684,0.4555670856089834,0.5764402537835651,0.5372626449208627,539.3297735041497
2,enterprise,500,129.77867339199886,0.910320342421439,0.5282733765972654,0.4076781351253169,0.12134667554933895,630.638036203924
0,free,60,55.120160000057226,0.33517752113137705,0.47038712183603903,0.40334463895009787,0.5173214274965127,29.5597442405324
1,premium,150,98.53308449577683,0.710078948215753,0.44612012055036754,0.2678695523726746,0.5414992817289888,155.67092806244074
2,enterprise,500,148.3357450579209,0.9219027562958365,0.3803657200569821,0.5217962561480297,0.21503885779057724,661.0333041880865
2,enterprise,500,215.51015465895262,0.6978140853016954,0.824175751616022,0.5041494629283542,0.22189218164824148,590.8268171235637
2,enterprise,500,357.47012616653484,0.6767083528643528,0.39557276721937273,0.6402652833381925,0.15651358911167984,505.29410561013464
0,free,60,32.22609924141096,0.3102225586438022,0.4277551028921395,0.6086595769659973,0.36905568327748084,26.766236073767708
1,premium,150,146.01564823096524,0.6779610652195117,0.5380252143715034,0.22604310534365057,0.3542157979899236,151.57841701776266
1,premium,150,158.28004372484511,0.7050632791189323,0.46124888517974977,0.5380442655316003,0.3403459197545789,129.60546760900382
2,enterprise,500,308.5209449633901,0.20340584356679844,0.3845307542223226,0.207781150790747,0.6518927129993171,133.94075846081887
1,premium,150,104.36037408251904,0.7499829600845255,0.6423979836314805,0.43474298727487887,0.3183665045492744,174.9089040855085
2,enterprise,500,490.94186522934933,0.9663252871256469,0.4952276107595317,0.36808758827992316,0.4656722537640255,676.7416505802619
1,premium,150,89.08866852737358,0.5948759517600143,0.6628189434847307,0.3186345961961045,0.42050496142123234,145.70460955592907
0,free,60,44.86036289417637,0.13114738268375786,0.518724167750786,0.7532965274719453,0.5793841535361883,14.403596135941577
0,free,60,31.300198075250915,0.32391436428902864,0.5597796528313536,0.4633466125828421,0.2523429503132746,30.50648161288172
2,enterprise,500,317.98310795379064,0.7429534830583193,0.4970393806103638,0.47536663969808624,0.3854059643402037,454.7180483648655
2,enterprise,500,256.1740882621438,0.8350321525689807,0.669351261504717,0.4136229872874644,0.34171963672030264,640.3351920005584
1,premium,150,91.0420978717112,0.5065776513776344,0.6162071023346268,0.947779206944876,0.340471758305544,116.08536960768845
0,free,60,29.34465310103056,0.4730795723080224,0.37106250477414116,0.8082190015396056,0.18361804565961326,40.38393780517298
0,free,60,12.965198702384278,0.35286587918530704,0.34915330870086525,0.6256316063447961,0.5645793279780216,26.715103512562052
1,premium,150,139.54906974558008,0.6331690866942661,0.25930291465755867,0.810115548492615,0.4261227258342381,140.65898565317184
0,free,60,34.330125241905726,0.12152156591002114,0.5624433579836334,0.7623789928509644,0.15856710727409146,15.985969010797884
1,premium,150,110.25101150892812,0.8630236499207719,0.5732412937742289,0.7221796464918827,0.1853602294649157,217.69726320012074
1,premium,150,115.46884265331869,0.5521279126008133,0.5332723309653093,0.6642777145760391,0.27699953379012143,106.27695063878832
1,premium,150,76.46528070273672,0.6851109348116237,0.4079365327671269,0.1701873708502488,0.5400952757336315,157.4119103174758
1,premium,150,100.57284159872697,0.6649810811528828,0.8548855513128673,0.6154619853806235,0.2944724175788087,174.6291049326657
0,free,60,47.09929129200527,0.4719032151665095,0.24035717135855778,0.3349918504574542,0.4987951594244691,40.75427754485803
0,free,60,27.450773319977074,0.2944678170447452,0.18165068559870748,0.3534399010720402,0.36880876095226367,30.802896321964063
1,premium,150,85.08208100091464,0.6439467628505698,0.3705068222851925,0.42375477718092736,0.448020583437655,141.31636509669738
2,enterprise,500,327.67229725883163,0.9742830631541369,0.6016535714037894,0.3172577800996733,0.4199092295819407,797.321752903642
0,free,60,49.773185160643294,0.4410859432482978,0.4189551088331645,0.2982174911926428,0.5641660872207417,34.943944539122164
1,premium,150,113.48421738496921,0.8855859860102278,0.41388133295510393,0.24962784821457243,0.3873623605810849,203.458500768
2,enterprise,500,282.03935022138245,0.5853555576360329,0.6387428618458505,0.9057967188023096,0.5193085505164342,518.5086171360589
1,premium,150,95.33302916434494,0.6736003282407509,0.1482433810743364,0.3444272247057696,0.47304561758111885,163.83198314789172
0,free,60,39.98268301774393,0.2499453603515611,0.7762373475582732,0.20982783736982555,0.4289431868978413,31.57514944447732
0,free,60,40.647597617045655,0.4371795235318927,0.8491570103907142,0.5942330097497396,0.32991373038807614,52.33649352470996
2,enterprise,500,255.97032128924414,0.9677181071787166,0.04286623212500536,0.5473929057107751,0.1680303125168283,739.6133875527316
2,enterprise,500,142.05850105069396,0.8674176473855015,0.5820259490523394,0.5209231048942543,0.5040909430792442,719.521364949001
2,enterprise,500,246.78314368728104,0.9297821300671758,0.50831100865573,0.520088104834523,0.310004491306456,659.0754792501472
1,premium,150,89.95454549185659,0.7365382764915993,0.5123694787885094,0.545702981612098,0.6740166042007176,176.15214932886434
2,enterprise,500,266.1308660078125,0.7470641963693617,0.5002152869584413,0.36648855263040037,0.3272417031891887,610.9709383640763
0,free,60,29.39394933603399,0.4282859683660924,0.3493141168419639,0.33464848614598264,0.430886237359154,44.366918113060116
0,free,60,46.207475552794236,0.41640156001457895,0.3183611681362281,0.6768999918215559,0.1750774301248096,37.187609357327474
2,enterprise,500,407.7901739453325,0.9854848876702044,0.5947457489060937,0.8764972200428943,0.7543338384993098,711.5827394225468
2,enterprise,500,199.67858096099587,0.8215631420340416,0.5267274064605795,0.40148703752945836,0.22437671904280063,611.0007953110169
1,premium,150,153.35965379614746,0.49469309932290684,0.4688024113850437,0.5708859569467674,0.42219094486460684,97.38037230032074
2,enterprise,500,437.8284093622674,0.7913620518601487,0.5632877517434755,0.7968436114009712,0.5036360718969597,640.3319893741091
1,premium,150,68.01295204302325,0.5340300692883542,0.6233158661533919,0.38717078711609537,0.4193274478750483,133.8965459290666
0,free,60,27.899292798987968,0.7980337337059132,0.6530974861498441,0.5564060161629021,0.4322841960122486,65.98276300536999
2,enterprise,500,378.5812009296809,0.813322989113976,0.5226108129152556,0.38370060017386626,0.5556547753221263,653.2898760313143
0,free,60,36.25035922052207,0.4643862242943084,0.4568235190269689,0.5502115643047496,0.5512413053244402,42.451205780608106
2,enterprise,500,296.4992389993764,0.6740876129861348,0.5340092628367561,0.5254077202886452,0.5963827356923557,477.3166141879973
1,premium,150,109.37134631399715,0.7393987423042154,0.6828947044242595,0.7173561411050063,0.507368489783076,160.47657864498387
2,enterprise,500,295.78102995394653,0.6519852883972181,0.485904836879929,0.4884270808842828,0.45085759140945564,613.2484621318581
1,premium,150,118.24686685921937,0.7022193273545376,0.4496216690632143,0.5547944452269777,0.545744633390464,152.23577837781593
2,enterprise,500,310.800074394697,0.6623595352007228,0.6678078847119804,0.20322273924077494,0.41578843053994907,507.5109767063721
1,premium,150,75.15411181104297,0.3862237681145771,0.7447373711788875,0.30697353007139533,0.575384071990203,74.94625891892449
0,free,60,47.67476072520033,0.3438275048130848,0.5345332824450737,0.19773524727957342,0.4573167348028319,30.30554813409435
1,premium,150,124.69839747033116,0.7650295679574308,0.5882689358753821,0.4655901141931854,0.09479658482565284,165.9018995583936
1,premium,150,150.7480649613224,0.6673566835048201,0.5507035240626161,0.4798325886088338,0.3175010993941996,157.12080174178314
1,premium,150,106.61055487820636,0.7628944290614512,0.5804280398502822,0.3839446605326654,0.3660164661534868,162.0627881196245
1,premium,150,124.3239593677513,0.7477718957396196,0.2886409814922538,0.6202295967034356,0.6509236814567427,158.05910500092835
2,enterprise,500,533.3756533705564,0.6310001219237164,0.7265003109198367,0.31123376645508605,0.2353050521023927,532.3446460907853
1,premium,150,89.88435586626481,0.6923847860071055,0.8722798622425014,0.3201731366844974,0.21800665996443297,167.80929163475392
2,enterprise,500,323.8480811363931,0.6473555668450128,0.6926677936169398,0.43897534892572476,0.5011728330631403,469.58530493912974
1,premium,150,93.38460746026988,0.746383032964827,0.5627923741975239,0.27794317664584384,0.5415310093323353,182.18641984713076
1,premium,150,50.0,0.33057816462002626,0.7942964562386983,0.6673805066682514,0.43376100160994524,87.36346377086454
1,premium,150,50.0,0.42480684492993603,0.5931276011463772,0.4994151864558066,0.26959651550957847,85.76551168170788
1,premium,150,106.72704233605876,0.39101413477059993,0.6281306118168017,0.4597507435794954,0.6859646842568716,87.52157535084348
1,premium,150,77.82001631929828,0.7126294947314156,0.11612992320646752,0.4943783844683728,0.38002612417152815,151.3870220137524
