ds,y,hour,day_of_week,is_weekend
2025-12-01 20:21:19.352495,127,20,Monday,0
2025-12-01 20:26:19.352495,127,20,Monday,0
2025-12-01 20:31:19.352495,151,20,Monday,0
2025-12-01 20:36:19.352495,124,20,Monday,0
2025-12-01 20:41:19.352495,128,20,Monday,0
2025-12-01 20:46:19.352495,124,20,Monday,0
2025-12-01 20:51:19.352495,112,20,Monday,0
2025-12-01 20:56:19.352495,134,20,Monday,0
2025-12-01 21:01:19.352495,130,21,Monday,0
2025-12-01 21:06:19.352495,130,21,Monday,0
2025-12-01 21:11:19.352495,112,21,Monday,0
2025-12-01 21:16:19.352495,135,21,Monday,0
2025-12-01 21:21:19.352495,106,21,Monday,0
2025-12-01 21:26:19.352495,125,21,Monday,0
2025-12-01 21:31:19.352495,141,21,Monday,0
2025-12-01 21:36:19.352495,108,21,Monday,0
2025-12-01 21:41:19.352495,112,21,Monday,0
2025-12-01 21:46:19.352495,118,21,Monday,0
2025-12-01 21:51:19.352495,112,21,Monday,0
2025-12-01 21:56:19.352495,101,21,Monday,0
2025-12-01 22:01:19.352495,117,22,Monday,0
2025-12-01 22:06:19.352495,105,22,Monday,0
2025-12-01 22:11:19.352495,120,22,Monday,0
2025-12-01 22:16:19.352495,106,22,Monday,0
2025-12-01 22:21:19.352495,130,22,Monday,0
2025-12-01 22:26:19.352495,106,22,Monday,0
2025-12-01 22:31:19.352495,111,22,Monday,0
2025-12-01 22:36:19.352495,122,22,Monday,0
2025-12-01 22:41:19.352495,101,22,Monday,0
2025-12-01 22:46:19.352495,115,22,Monday,0
2025-12-01 22:51:19.352495,126,22,Monday,0
2025-12-01 22:56:19.352495,96,22,Monday,0
2025-12-01 23:01:19.352495,114,23,Monday,0
2025-12-01 23:06:19.352495,115,23,Monday,0
2025-12-01 23:11:19.352495,120,23,Monday,0
2025-12-01 23:16:19.352495,99,23,Monday,0
2025-12-01 23:21:19.352495,98,23,Monday,0
2025-12-01 23:26:19.352495,117,23,Monday,0
2025-12-01 23:31:19.352495,114,23,Monday,0
2025-12-01 23:36:19.352495,114,23,Monday,0
2025-12-01 23:41:19.352495,115,23,Monday,0
2025-12-01 23:46:19.352495,104,23,Monday,0
2025-12-01 23:51:19.352495,113,23,Monday,0
2025-12-01 23:56:19.352495,114,23,Monday,0
2025-12-02 00:01:19.352495,104,0,Tuesday,0
2025-12-02 00:06:19.352495,130,0,Tuesday,0
2025-12-02 00:11:19.352495,116,0,Tuesday,0
2025-12-02 00:16:19.352495,99,0,Tuesday,0
2025-12-02 00:21:19.352495,118,0,Tuesday,0
2025-12-02 00:26:19.352495,102,0,Tuesday,0
2025-12-02 00:31:19.352495,119,0,Tuesday,0
2025-12-02 00:36:19.352495,123,0,Tuesday,0
2025-12-02 00:41:19.352495,104,0,Tuesday,0
2025-12-02 00:46:19.352495,122,0,Tuesday,0
2025-12-02 00:51:19.352495,116,0,Tuesday,0
2025-12-02 00:56:19.352495,121,0,Tuesday,0
2025-12-02 01:01:19.352495,132,1,Tuesday,0
2025-12-02 01:06:19.352495,110,1,Tuesday,0
2025-12-02 01:11:19.352495,106,1,Tuesday,0
2025-12-02 01:16:19.352495,104,1,Tuesday,0
2025-12-02 01:21:19.352495,106,1,Tuesday,0
2025-12-02 01:26:19.352495,113,1,Tuesday,0
2025-12-02 01:31:19.352495,118,1,Tuesday,0
2025-12-02 01:36:19.352495,117,1,Tuesday,0
2025-12-02 01:41:19.352495,123,1,Tuesday,0
2025-12-02 01:46:19.352495,116,1,Tuesday,0
2025-12-02 01:51:19.352495,130,1,Tuesday,0
2025-12-02 01:56:19.352495,114,1,Tuesday,0
2025-12-02 02:01:19.352495,144,2,Tuesday,0
2025-12-02 02:06:19.352495,123,2,Tuesday,0
2025-12-02 02:11:19.352495,109,2,Tuesday,0
2025-12-02 02:16:19.352495,107,2,Tuesday,0
2025-12-02 02:21:19.352495,123,2,Tuesday,0
2025-12-02 02:26:19.352495,117,2,Tuesday,0
2025-12-02 02:31:19.352495,127,2,Tuesday,0
2025-12-02 02:36:19.352495,125,2,Tuesday,0
2025-12-02 02:41:19.352495,120,2,Tuesday,0
2025-12-02 02:46:19.352495,113,2,Tuesday,0
2025-12-02 02:51:19.352495,107,2,Tuesday,0
2025-12-02 02:56:19.352495,118,2,Tuesday,0
2025-12-02 03:01:19.352495,132,3,Tuesday,0
2025-12-02 03:06:19.352495,126,3,Tuesday,0
2025-12-02 03:11:19.352495,112,3,Tuesday,0
2025-12-02 03:16:19.352495,127,3,Tuesday,0
2025-12-02 03:21:19.352495,130,3,Tuesday,0
2025-12-02 03:26:19.352495,118,3,Tuesday,0
2025-12-02 03:31:19.352495,129,3,Tuesday,0
2025-12-02 03:36:19.352495,129,3,Tuesday,0
2025-12-02 03:41:19.352495,117,3,Tuesday,0
2025-12-02 03:46:19.352495,133,3,Tuesday,0
2025-12-02 03:51:19.352495,136,3,Tuesday,0
2025-12-02 03:56:19.352495,142,3,Tuesday,0
2025-12-02 04:01:19.352495,142,4,Tuesday,0
2025-12-02 04:06:19.352495,119,4,Tuesday,0
2025-12-02 04:11:19.352495,124,4,Tuesday,0
2025-12-02 04:16:19.352495,139,4,Tuesday,0
2025-12-02 04:21:19.352495,140,4,Tuesday,0
2025-12-02 04:26:19.352495,141,4,Tuesday,0
2025-12-02 04:31:19.352495,175,4,Tuesday,0
2025-12-02 04:36:19.352495,143,4,Tuesday,0
2025-12-02 04:41:19.352495,149,4,Tuesday,0
2025-12-02 04:46:19.352495,148,4,Tuesday,0
2025-12-02 04:51:19.352495,146,4,Tuesday,0
2025-12-02 04:56:19.352495,137,4,Tuesday,0
2025-12-02 05:01:19.352495,149,5,Tuesday,0
2025-12-02 05:06:19.352495,135,5,Tuesday,0
2025-12-02 05:11:19.352495,141,5,Tuesday,0
2025-12-02 05:16:19.352495,139,5,Tuesday,0
2025-12-02 05:21:19.352495,146,5,Tuesday,0
2025-12-02 05:26:19.352495,169,5,Tuesday,0
2025-12-02 05:31:19.352495,128,5,Tuesday,0
2025-12-02 05:36:19.352495,154,5,Tuesday,0
2025-12-02 05:41:19.352495,132,5,Tuesday,0
2025-12-02 05:46:19.352495,145,5,Tuesday,0
2025-12-02 05:51:19.352495,161,5,Tuesday,0
2025-12-02 05:56:19.352495,152,5,Tuesday,0
2025-12-02 06:01:19.352495,141,6,Tuesday,0
2025-12-02 06:06:19.352495,146,6,Tuesday,0
2025-12-02 06:11:19.352495,161,6,Tuesday,0
2025-12-02 06:16:19.352495,147,6,Tuesday,0
2025-12-02 06:21:19.352495,158,6,Tuesday,0
2025-12-02 06:26:19.352495,157,6,Tuesday,0
2025-12-02 06:31:19.352495,151,6,Tuesday,0
2025-12-02 06:36:19.352495,180,6,Tuesday,0
2025-12-02 06:41:19.352495,165,6,Tuesday,0
2025-12-02 06:46:19.352495,140,6,Tuesday,0
2025-12-02 06:51:19.352495,163,6,Tuesday,0
2025-12-02 06:56:19.352495,155,6,Tuesday,0
2025-12-02 07:01:19.352495,171,7,Tuesday,0
2025-12-02 07:06:19.352495,155,7,Tuesday,0
2025-12-02 07:11:19.352495,163,7,Tuesday,0
2025-12-02 07:16:19.352495,170,7,Tuesday,0
2025-12-02 07:21:19.352495,174,7,Tuesday,0
2025-12-02 07:26:19.352495,155,7,Tuesday,0
2025-12-02 07:31:19.352495,164,7,Tuesday,0
2025-12-02 07:36:19.352495,163,7,Tuesday,0
2025-12-02 07:41:19.352495,162,7,Tuesday,0
2025-12-02 07:46:19.352495,187,7,Tuesday,0
2025-12-02 07:51:19.352495,175,7,Tuesday,0
2025-12-02 07:56:19.352495,159,7,Tuesday,0
2025-12-02 08:01:19.352495,181,8,Tuesday,0
2025-12-02 08:06:19.352495,194,8,Tuesday,0
2025-12-02 08:11:19.352495,184,8,Tuesday,0
2025-12-02 08:16:19.352495,159,8,Tuesday,0
2025-12-02 08:21:19.352495,170,8,Tuesday,0
2025-12-02 08:26:19.352495,189,8,Tuesday,0
2025-12-02 08:31:19.352495,169,8,Tuesday,0
2025-12-02 08:36:19.352495,182,8,Tuesday,0
2025-12-02 08:41:19.352495,186,8,Tuesday,0
2025-12-02 08:46:19.352495,169,8,Tuesday,0
2025-12-02 08:51:19.352495,179,8,Tuesday,0
2025-12-02 08:56:19.352495,147,8,Tuesday,0
2025-12-02 09:01:19.352495,170,9,Tuesday,0
2025-12-02 09:06:19.352495,179,9,Tuesday,0
2025-12-02 09:11:19.352495,169,9,Tuesday,0
2025-12-02 09:16:19.352495,199,9,Tuesday,0
2025-12-02 09:21:19.352495,169,9,Tuesday,0
2025-12-02 09:26:19.352495,179,9,Tuesday,0
2025-12-02 09:31:19.352495,185,9,Tuesday,0
2025-12-02 09:36:19.352495,199,9,Tuesday,0
2025-12-02 09:41:19.352495,171,9,Tuesday,0
2025-12-02 09:46:19.352495,197,9,Tuesday,0
2025-12-02 09:51:19.352495,186,9,Tuesday,0
2025-12-02 09:56:19.352495,177,9,Tuesday,0
2025-12-02 10:01:19.352495,192,10,Tuesday,0
2025-12-02 10:06:19.352495,189,10,Tuesday,0
2025-12-02 10:11:19.352495,182,10,Tuesday,0
2025-12-02 10:16:19.352495,189,10,Tuesday,0
2025-12-02 10:21:19.352495,185,10,Tuesday,0
2025-12-02 10:26:19.352495,190,10,Tuesday,0
2025-12-02 10:31:19.352495,196,10,Tuesday,0
2025-12-02 10:36:19.352495,206,10,Tuesday,0
2025-12-02 10:41:19.352495,178,10,Tuesday,0
2025-12-02 10:46:19.352495,212,10,Tuesday,0
2025-12-02 10:51:19.352495,171,10,Tuesday,0
2025-12-02 10:56:19.352495,189,10,Tuesday,0
2025-12-02 11:01:19.352495,197,11,Tuesday,0
2025-12-02 11:06:19.352495,194,11,Tuesday,0
2025-12-02 11:11:19.352495,185,11,Tuesday,0
2025-12-02 11:16:19.352495,190,11,Tuesday,0
2025-12-02 11:21:19.352495,187,11,Tuesday,0
2025-12-02 11:26:19.352495,186,11,Tuesday,0
2025-12-02 11:31:19.352495,201,11,Tuesday,0
2025-12-02 11:36:19.352495,196,11,Tuesday,0
2025-12-02 11:41:19.352495,185,11,Tuesday,0
2025-12-02 11:46:19.352495,201,11,Tuesday,0
2025-12-02 11:51:19.352495,196,11,Tuesday,0
2025-12-02 11:56:19.352495,201,11,Tuesday,0
2025-12-02 12:01:19.352495,199,12,Tuesday,0
2025-12-02 12:06:19.352495,184,12,Tuesday,0
2025-12-02 12:11:19.352495,187,12,Tuesday,0
2025-12-02 12:16:19.352495,200,12,Tuesday,0
2025-12-02 12:21:19.352495,198,12,Tuesday,0
2025-12-02 12:26:19.352495,192,12,Tuesday,0
2025-12-02 12:31:19.352495,193,12,Tuesday,0
2025-12-02 12:36:19.352495,205,12,Tuesday,0
2025-12-02 12:41:19.352495,186,12,Tuesday,0
2025-12-02 12:46:19.352495,197,12,Tuesday,0
2025-12-02 12:51:19.352495,190,12,Tuesday,0
2025-12-02 12:56:19.352495,189,12,Tuesday,0
2025-12-02 13:01:19.352495,202,13,Tuesday,0
2025-12-02 13:06:19.352495,199,13,Tuesday,0
2025-12-02 13:11:19.352495,199,13,Tuesday,0
2025-12-02 13:16:19.352495,204,13,Tuesday,0
2025-12-02 13:21:19.352495,190,13,Tuesday,0
2025-12-02 13:26:19.352495,197,13,Tuesday,0
2025-12-02 13:31:19.352495,186,13,Tuesday,0
2025-12-02 13:36:19.352495,192,13,Tuesday,0
2025-12-02 13:41:19.352495,188,13,Tuesday,0
2025-12-02 13:46:19.352495,189,13,Tuesday,0
2025-12-02 13:51:19.352495,194,13,Tuesday,0
2025-12-02 13:56:19.352495,180,13,Tuesday,0
2025-12-02 14:01:19.352495,208,14,Tuesday,0
2025-12-02 14:06:19.352495,177,14,Tuesday,0
2025-12-02 14:11:19.352495,174,14,Tuesday,0
2025-12-02 14:16:19.352495,198,14,Tuesday,0
2025-12-02 14:21:19.352495,193,14,Tuesday,0
2025-12-02 14:26:19.352495,191,14,Tuesday,0
2025-12-02 14:31:19.352495,191,14,Tuesday,0
2025-12-02 14:36:19.352495,184,14,Tuesday,0
2025-12-02 14:41:19.352495,174,14,Tuesday,0
2025-12-02 14:46:19.352495,184,14,Tuesday,0
2025-12-02 14:51:19.352495,175,14,Tuesday,0
2025-12-02 14:56:19.352495,191,14,Tuesday,0
2025-12-02 15:01:19.352495,180,15,Tuesday,0
2025-12-02 15:06:19.352495,172,15,Tuesday,0
2025-12-02 15:11:19.352495,177,15,Tuesday,0
2025-12-02 15:16:19.352495,183,15,Tuesday,0
2025-12-02 15:21:19.352495,173,15,Tuesday,0
2025-12-02 15:26:19.352495,170,15,Tuesday,0
2025-12-02 15:31:19.352495,180,15,Tuesday,0
2025-12-02 15:36:19.352495,179,15,Tuesday,0
2025-12-02 15:41:19.352495,171,15,Tuesday,0
2025-12-02 15:46:19.352495,170,15,Tuesday,0
2025-12-02 15:51:19.352495,177,15,Tuesday,0
2025-12-02 15:56:19.352495,159,15,Tuesday,0
2025-12-02 16:01:19.352495,159,16,Tuesday,0
2025-12-02 16:06:19.352495,165,16,Tuesday,0
2025-12-02 16:11:19.352495,169,16,Tuesday,0
2025-12-02 16:16:19.352495,174,16,Tuesday,0
2025-12-02 16:21:19.352495,185,16,Tuesday,0
2025-12-02 16:26:19.352495,178,16,Tuesday,0
2025-12-02 16:31:19.352495,167,16,Tuesday,0
2025-12-02 16:36:19.352495,167,16,Tuesday,0
2025-12-02 16:41:19.352495,157,16,Tuesday,0
2025-12-02 16:46:19.352495,166,16,Tuesday,0
2025-12-02 16:51:19.352495,162,16,Tuesday,0
2025-12-02 16:56:19.352495,167,16,Tuesday,0
2025-12-02 17:01:19.352495,155,17,Tuesday,0
2025-12-02 17:06:19.352495,168,17,Tuesday,0
2025-12-02 17:11:19.352495,177,17,Tuesday,0
2025-12-02 17:16:19.352495,160,17,Tuesday,0
2025-12-02 17:21:19.352495,164,17,Tuesday,0
2025-12-02 17:26:19.352495,166,17,Tuesday,0
2025-12-02 17:31:19.352495,154,17,Tuesday,0
2025-12-02 17:36:19.352495,160,17,Tuesday,0
2025-12-02 17:41:19.352495,157,17,Tuesday,0
2025-12-02 17:46:19.352495,157,17,Tuesday,0
2025-12-02 17:51:19.352495,147,17,Tuesday,0
2025-12-02 17:56:19.352495,154,17,Tuesday,0
2025-12-02 18:01:19.352495,158,18,Tuesday,0
2025-12-02 18:06:19.352495,167,18,Tuesday,0
2025-12-02 18:11:19.352495,161,18,Tuesday,0
2025-12-02 18:16:19.352495,172,18,Tuesday,0
2025-12-02 18:21:19.352495,142,18,Tuesday,0
2025-12-02 18:26:19.352495,157,18,Tuesday,0
2025-12-02 18:31:19.352495,150,18,Tuesday,0
2025-12-02 18:36:19.352495,169,18,Tuesday,0
2025-12-02 18:41:19.352495,138,18,Tuesday,0
2025-12-02 18:46:19.352495,137,18,Tuesday,0
2025-12-02 18:51:19.352495,138,18,Tuesday,0
2025-12-02 18:56:19.352495,122,18,Tuesday,0
2025-12-02 19:01:19.352495,138,19,Tuesday,0
2025-12-02 19:06:19.352495,134,19,Tuesday,0
2025-12-02 19:11:19.352495,143,19,Tuesday,0
2025-12-02 19:16:19.352495,144,19,Tuesday,0
2025-12-02 19:21:19.352495,158,19,Tuesday,0
2025-12-02 19:26:19.352495,148,19,Tuesday,0
2025-12-02 19:31:19.352495,132,19,Tuesday,0
2025-12-02 19:36:19.352495,128,19,Tuesday,0
2025-12-02 19:41:19.352495,141,19,Tuesday,0
2025-12-02 19:46:19.352495,122,19,Tuesday,0
2025-12-02 19:51:19.352495,153,19,Tuesday,0
2025-12-02 19:56:19.352495,146,19,Tuesday,0
2025-12-02 20:01:19.352495,129,20,Tuesday,0
2025-12-02 20:06:19.352495,115,20,Tuesday,0
2025-12-02 20:11:19.352495,145,20,Tuesday,0
2025-12-02 20:16:19.352495,130,20,Tuesday,0
2025-12-02 20:21:19.352495,143,20,Tuesday,0
2025-12-02 20:26:19.352495,114,20,Tuesday,0
2025-12-02 20:31:19.352495,123,20,Tuesday,0
2025-12-02 20:36:19.352495,128,20,Tuesday,0
2025-12-02 20:41:19.352495,128,20,Tuesday,0
2025-12-02 20:46:19.352495,123,20,Tuesday,0
2025-12-02 20:51:19.352495,133,20,Tuesday,0
2025-12-02 20:56:19.352495,115,20,Tuesday,0
2025-12-02 21:01:19.352495,124,21,Tuesday,0
2025-12-02 21:06:19.352495,126,21,Tuesday,0
2025-12-02 21:11:19.352495,129,21,Tuesday,0
2025-12-02 21:16:19.352495,131,21,Tuesday,0
2025-12-02 21:21:19.352495,112,21,Tuesday,0
2025-12-02 21:26:19.352495,107,21,Tuesday,0
2025-12-02 21:31:19.352495,135,21,Tuesday,0
2025-12-02 21:36:19.352495,125,21,Tuesday,0
2025-12-02 21:41:19.352495,113,21,Tuesday,0
2025-12-02 21:46:19.352495,136,21,Tuesday,0
2025-12-02 21:51:19.352495,121,21,Tuesday,0
2025-12-02 21:56:19.352495,131,21,Tuesday,0
2025-12-02 22:01:19.352495,120,22,Tuesday,0
2025-12-02 22:06:19.352495,139,22,Tuesday,0
2025-12-02 22:11:19.352495,136,22,Tuesday,0
2025-12-02 22:16:19.352495,115,22,Tuesday,0
2025-12-02 22:21:19.352495,127,22,Tuesday,0
2025-12-02 22:26:19.352495,124,22,Tuesday,0
2025-12-02 22:31:19.352495,130,22,Tuesday,0
2025-12-02 22:36:19.352495,107,22,Tuesday,0
2025-12-02 22:41:19.352495,123,22,Tuesday,0
2025-12-02 22:46:19.352495,126,22,Tuesday,0
2025-12-02 22:51:19.352495,98,22,Tuesday,0
2025-12-02 22:56:19.352495,104,22,Tuesday,0
2025-12-02 23:01:19.352495,95,23,Tuesday,0
2025-12-02 23:06:19.352495,112,23,Tuesday,0
2025-12-02 23:11:19.352495,122,23,Tuesday,0
2025-12-02 23:16:19.352495,130,23,Tuesday,0
2025-12-02 23:21:19.352495,115,23,Tuesday,0
2025-12-02 23:26:19.352495,131,23,Tuesday,0
2025-12-02 23:31:19.352495,100,23,Tuesday,0
2025-12-02 23:36:19.352495,97,23,Tuesday,0
2025-12-02 23:41:19.352495,113,23,Tuesday,0
2025-12-02 23:46:19.352495,118,23,Tuesday,0
2025-12-02 23:51:19.352495,114,23,Tuesday,0
2025-12-02 23:56:19.352495,93,23,Tuesday,0
2025-12-03 00:01:19.352495,113,0,Wednesday,0
2025-12-03 00:06:19.352495,101,0,Wednesday,0
2025-12-03 00:11:19.352495,121,0,Wednesday,0
2025-12-03 00:16:19.352495,118,0,Wednesday,0
2025-12-03 00:21:19.352495,105,0,Wednesday,0
2025-12-03 00:26:19.352495,109,0,Wednesday,0
2025-12-03 00:31:19.352495,104,0,Wednesday,0
2025-12-03 00:36:19.352495,114,0,Wednesday,0
2025-12-03 00:41:19.352495,124,0,Wednesday,0
2025-12-03 00:46:19.352495,105,0,Wednesday,0
2025-12-03 00:51:19.352495,120,0,Wednesday,0
2025-12-03 00:56:19.352495,110,0,Wednesday,0
2025-12-03 01:01:19.352495,108,1,Wednesday,0
2025-12-03 01:06:19.352495,115,1,Wednesday,0
2025-12-03 01:11:19.352495,106,1,Wednesday,0
2025-12-03 01:16:19.352495,111,1,Wednesday,0
2025-12-03 01:21:19.352495,105,1,Wednesday,0
2025-12-03 01:26:19.352495,137,1,Wednesday,0
2025-12-03 01:31:19.352495,118,1,Wednesday,0
2025-12-03 01:36:19.352495,111,1,Wednesday,0
2025-12-03 01:41:19.352495,120,1,Wednesday,0
2025-12-03 01:46:19.352495,117,1,Wednesday,0
2025-12-03 01:51:19.352495,117,1,Wednesday,0
2025-12-03 01:56:19.352495,125,1,Wednesday,0
2025-12-03 02:01:19.352495,127,2,Wednesday,0
2025-12-03 02:06:19.352495,115,2,Wednesday,0
2025-12-03 02:11:19.352495,115,2,Wednesday,0
2025-12-03 02:16:19.352495,118,2,Wednesday,0
2025-12-03 02:21:19.352495,99,2,Wednesday,0
2025-12-03 02:26:19.352495,107,2,Wednesday,0
2025-12-03 02:31:19.352495,136,2,Wednesday,0
2025-12-03 02:36:19.352495,140,2,Wednesday,0
2025-12-03 02:41:19.352495,121,2,Wednesday,0
2025-12-03 02:46:19.352495,130,2,Wednesday,0
2025-12-03 02:51:19.352495,128,2,Wednesday,0
2025-12-03 02:56:19.352495,156,2,Wednesday,0
2025-12-03 03:01:19.352495,137,3,Wednesday,0
2025-12-03 03:06:19.352495,125,3,Wednesday,0
2025-12-03 03:11:19.352495,118,3,Wednesday,0
2025-12-03 03:16:19.352495,112,3,Wednesday,0
2025-12-03 03:21:19.352495,131,3,Wednesday,0
2025-12-03 03:26:19.352495,122,3,Wednesday,0
2025-12-03 03:31:19.352495,116,3,Wednesday,0
2025-12-03 03:36:19.352495,124,3,Wednesday,0
2025-12-03 03:41:19.352495,121,3,Wednesday,0
2025-12-03 03:46:19.352495,149,3,Wednesday,0
2025-12-03 03:51:19.352495,142,3,Wednesday,0
2025-12-03 03:56:19.352495,134,3,Wednesday,0
2025-12-03 04:01:19.352495,149,4,Wednesday,0
2025-12-03 04:06:19.352495,136,4,Wednesday,0
2025-12-03 04:11:19.352495,128,4,Wednesday,0
2025-12-03 04:16:19.352495,152,4,Wednesday,0
2025-12-03 04:21:19.352495,143,4,Wednesday,0
2025-12-03 04:26:19.352495,128,4,Wednesday,0
2025-12-03 04:31:19.352495,137,4,Wednesday,0
2025-12-03 04:36:19.352495,131,4,Wednesday,0
2025-12-03 04:41:19.352495,127,4,Wednesday,0
2025-12-03 04:46:19.352495,151,4,Wednesday,0
2025-12-03 04:51:19.352495,162,4,Wednesday,0
2025-12-03 04:56:19.352495,130,4,Wednesday,0
2025-12-03 05:01:19.352495,150,5,Wednesday,0
2025-12-03 05:06:19.352495,139,5,Wednesday,0
2025-12-03 05:11:19.352495,141,5,Wednesday,0
2025-12-03 05:16:19.352495,141,5,Wednesday,0
2025-12-03 05:21:19.352495,139,5,Wednesday,0
2025-12-03 05:26:19.352495,149,5,Wednesday,0
